"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","latitude","longitude"
"58242","LATIN AMERICAN REST & LOUNGE","LATIN AMERICAN REST & LOUNGE","1058","Restaurant","Risk 1 (High)","2743 W DIVISION ST ","CHICAGO","IL","60622","2010-01-08T00:00:00.000","Canvass","Fail","41.90282132997605","-87.69614329943664"
"67799","WHITE CASTLE #25","WHITE CASTLE #25","28476","Restaurant","Risk 2 (Medium)","5618 W NORTH AVE ","CHICAGO","IL","60639","2010-01-08T00:00:00.000","Complaint","Pass","41.90948083015722","-87.76641097037503"
"67800","EBERHART ELEMENTARY SCHOOL","EBERHART ELEMENTARY SCHOOL","23041","School","Risk 1 (High)","3400 W 65th PL ","chicago","IL","60629","2010-01-08T00:00:00.000","Canvass","Pass","41.77444709688724","-87.70800188955322"
"67802","HURLEY SCHOOL","HURLEY SCHOOL","23911","School","Risk 1 (High)","3849 W 69th PL ","CHICAGO","IL","60629","2010-01-08T00:00:00.000","Canvass","Pass","41.7667582972132","-87.71950803784463"
"67803","HOUNDSTOOTH SALOON","DOS GRINGOS","41128","Restaurant","Risk 1 (High)","3438 N CLARK ST ","CHICAGO","IL","60657","2010-01-08T00:00:00.000","No Entry","Fail","41.944372980166825","-87.65434805298078"
"67804","SOLA RESTAURANT","SOLA RESTAURANT","1648743","Restaurant","Risk 1 (High)","1939-1943 W BYRON ST ","CHICAGO","IL","60613","2010-01-08T00:00:00.000","Canvass","Pass","41.9522378735577","-87.6778041059911"
"67805","AL BAR B QUE","AL BAR B QUE","16769","Restaurant","Risk 1 (High)","65 E 43RD ST ","CHICAGO","IL","60653","2010-01-08T00:00:00.000","Complaint-Fire","Pass","41.81641927033939","-87.62365733483833"
"67806","MIA FRANCESCA CORP","MIA FRANCESCA","28875","Restaurant","Risk 1 (High)","3311 N CLARK ST ","CHICAGO","IL","60657","2010-01-08T00:00:00.000","Consultation","Pass","41.94211026659002","-87.65224955089677"
"68255","McDonalds Restaurant","McDonalds","12886","Restaurant","Risk 2 (Medium)","9211 S COMMERCIAL AVE ","CHICAGO","IL","60617","2010-01-08T00:00:00.000","Short Form Complaint","Pass w/ Conditions","41.72788019121327","-87.5510612280602"
"68256","CITGO","CITGO","58452","Grocery Store","Risk 3 (Low)","2941 E 83RD ST ","CHICAGO","IL","60617","2010-01-08T00:00:00.000","Consultation","Pass","41.74453593701442","-87.55235844692069"
"68257","BURGER KING #16882","BURGER KING #16882","1943412","Restaurant","Risk 2 (Medium)","1701 E 95TH ST ","CHICAGO","IL","60617","2010-01-08T00:00:00.000","Suspected Food Poisoning","Pass","41.722267795815995","-87.58251019434339"
"78246","SAVE-A-LOT  #852","SAVE-A-LOT  #852","1145759","Grocery Store","Risk 2 (Medium)","7240 S STONY ISLAND AVE ","CHICAGO","IL","60649","2010-01-08T00:00:00.000","Complaint","Pass","41.76302236531688","-87.58639016189062"
"78247","South Chicago Food Market",,"2013474","Grocery Store","Risk 3 (Low)","6700 S Rhodes AVE ","CCHICAGO","IL","60637","2010-01-08T00:00:00.000","License","Fail","41.772935585299976","-87.61197264021813"
"78248","Yahs Cuisine",,"2004254","Restaurant","Risk 1 (High)","2347 E 75TH ST ","CHICAGO","IL","60649","2010-01-08T00:00:00.000","License Re-Inspection","Pass","41.75887155280274","-87.56693763454342"
"96253","TONY'S KITCHEN INC","TONY'S KITCHEN","1300057","Restaurant","Risk 1 (High)","6325 S CENTRAL AVE ","CHICAGO","IL","60638","2010-01-08T00:00:00.000","Canvass","Pass","41.777201295284584","-87.76154174764709"
"104240","600 N LAKESHORE DRIVEMART","600 N LAKESHORE DRIVEMART","1997673","Grocery Store","Risk 3 (Low)","600 N LAKE SHORE DR ","CHICAGO","IL","60611","2010-01-08T00:00:00.000","License","Pass","41.8927482092378","-87.6146867960138"
"114264","EMBASSY SUITES","EMBASSY SUITES","1743204","Restaurant","Risk 1 (High)","600 N STATE ST","CHICAGO","IL","60654","2010-01-08T00:00:00.000","Complaint","Pass","41.89250116694964","-87.62824273781878"
"114265","EUREST DINING SERVICES AT CAFE 300","MARKET CAFE","1948511","Restaurant","Risk 1 (High)","300 N LA SALLE ST","CHICAGO","IL","60654","2010-01-08T00:00:00.000","Suspected Food Poisoning","Pass","41.887528639656935","-87.63264683652446"
"118303","HUCK FINN DONUTS","HUCK FINN DONUTS","3070","Restaurant","Risk 1 (High)","3414 S ARCHER AVE ","CHICAGO","IL","60608","2010-01-08T00:00:00.000","Recent Inspection","Pass","41.83183073021471","-87.67552719195844"
"118304","THREE HAPPINESS RESTAURANT","THREE HAPPINESS RESTAURANT","39807","Restaurant","Risk 1 (High)","209 W CERMAK RD ","CHICAGO","IL","60616","2010-01-08T00:00:00.000","Complaint","Pass w/ Conditions","41.85273605598148","-87.63244396717785"
"118305","SEVEN TREASURES","SEVEN TREASURES","6231","Restaurant","Risk 1 (High)","2312 S WENTWORTH AVE ","CHICAGO","IL","60616","2010-01-08T00:00:00.000","Consultation","Pass","41.850556411576726","-87.63211141670075"
"120278","OLYMPIC_MEAT PACKERS INC","OLYMPIC_MEAT PACKERS INC","19345","Grocery Store","Risk 2 (Medium)","810 W RANDOLPH ST ","CHICAGO","IL","60607","2010-01-08T00:00:00.000","Canvass","Pass","41.88450900503379","-87.64793566139686"
"120279","PEORIA PACKING LTD","PEORIA PACKING LTD","33970","Grocery Store","Risk 2 (Medium)","1300 W LAKE ST ","CHICAGO","IL","60607","2010-01-08T00:00:00.000","Consultation","Pass","41.885580420009","-87.65895691075222"
"120280","EDNA'S RESTAURANT","EDNA'S RESTAURANT","26876","Restaurant","Risk 1 (High)","3175 W MADISON ST ","CHICAGO","IL","60612","2010-01-08T00:00:00.000","Consultation","Pass","41.88086597742973","-87.70585424947606"
"120282","TAYLOR MADE DELI","TAYLOR MADE DELI","1932034","Restaurant","Risk 2 (Medium)","1010-12 S WESTERN AVE ","CHICAGO","IL","60612","2010-01-08T00:00:00.000","Canvass","Pass","41.86889279744895","-87.68624731889324"
"134250","LOS TRES ANGELES DE LA SALUD","LOS TRES ANGELES DE LA SALUD","2013729","Restaurant","Risk 2 (Medium)","3514 W FULLERTON AVE BLDG ","CHICAGO","IL","60647","2010-01-08T00:00:00.000","License","Fail","41.92473452779901","-87.71525002505764"
"134251","LAS ASADAS","LAS ASADAS","49070","Restaurant","Risk 1 (High)","2072 N WESTERN AVE ","CHICAGO","IL","60647","2010-01-08T00:00:00.000","License","Pass","41.91969265900209","-87.68762594025866"
"134252","REDHOT RANCH","REDHOT RANCH","2008719","Restaurant","Risk 2 (Medium)","2072 N WESTERN AVE ","CHICAGO","IL","60647","2010-01-08T00:00:00.000","License","Pass","41.91969265900209","-87.68762594025866"
"148210","YSABEL'S FILIPINO CUISINE","YSABEL'S GRILL ASIAN CUISINE","2013419","Restaurant","Risk 1 (High)","4908 W Irving Park RD ","CHICAGO","IL","60641","2010-01-08T00:00:00.000","License","Fail","41.953485015058135","-87.750248227467"
"154226","CHARTWELL'S DINING","BLUE DEMONS DINING HALL","1193131","Restaurant","Risk 1 (High)","2250 N SHEFFIELD AVE ","CHICAGO","IL","60614","2010-01-08T00:00:00.000","Tag Removal","Pass","41.92323686568482","-87.65368542924351"
"154227","RAJ DARBAR","RAJ DARBAR","55355","Restaurant","Risk 1 (High)","2660 N HALSTED ST ","CHICAGO","IL","60614","2010-01-08T00:00:00.000","Short Form Complaint","Pass","41.930751911450216","-87.64909233354552"
"158249","BURGER KING #7674","BURGER KING #7674","1473524","Restaurant","Risk 2 (Medium)","2000 W 47TH ST","CHICAGO","IL","60609","2010-01-08T00:00:00.000","Complaint","Pass w/ Conditions","41.80861852232926","-87.67481801359514"
"158250","NEW ZION CHILD CARE ACADEMY","NEW ZION CHILD CARE ACADEMY","1717420","Daycare Combo 1586","Risk 1 (High)","1960 W 13TH ST ","CHICAGO","IL","60608","2010-01-08T00:00:00.000","License Re-Inspection","Pass","41.86505135416893","-87.67600728666591"
"158251","New Zion Child Care Academy","New Zion Child Care Academy","1717420","Daycare Combo 1586","Risk 1 (High)","1960 W 13 th ST ","CHICAGO","IL","60608","2010-01-08T00:00:00.000","License Re-Inspection","Pass","41.86505135416893","-87.67600728666591"
"158252","CHURCH'S CHICKEN # 1054","CHURCH'S CHICKEN","1273277","Restaurant","Risk 2 (Medium)","1808 W 47TH ST","CHICAGO","IL","60609","2010-01-08T00:00:00.000","Complaint Re-Inspection","Pass","41.808662601878325","-87.67025444015965"
"164260","Food 4 Less Midwest #552","FOOD 4 LESS","1596210","Grocery Store","Risk 1 (High)","7030 S ASHLAND AVE","CHICAGO","IL","60636","2010-01-08T00:00:00.000","Complaint","Fail","41.76579077043187","-87.66396688645497"
"164261","LLOYDS LOUNGE, INC.","LLOYDS LOUNGE, INC.","804","Liquor","Risk 3 (Low)","6046 S RACINE AVE","CHICAGO","IL","60636","2010-01-08T00:00:00.000","Complaint","Fail","41.78367273729985","-87.65475216429715"
"455477","ST.ANTHONY HOSPITAL","ST.ANTHONY HOSPITAL","23436","Hospital","Risk 1 (High)","2875 W 19TH ST ","CHICAGO","IL","60623","2010-01-09T00:00:00.000","Canvass","Pass","41.85540289350027","-87.69870754487314"
"48214","LA PANADERIA CENTRAL BAKERY","LA PANADERIA CENTRAL BAKERY","61169","Bakery","Risk 2 (Medium)","4348 W ARMITAGE AVE ","CHICAGO","IL","60639","2010-01-11T00:00:00.000","Complaint","Pass","41.91715967553801","-87.7358724596387"
"48215","GOLDEN CROWN RESTAURANT","GOLDEN CROWN RESTAURANT","2013539","Restaurant","Risk 1 (High)","2341 N NARRAGANSETT AVE ","CHICAGO","IL","60639","2010-01-11T00:00:00.000","License Re-Inspection","Fail","41.923097678207924","-87.78527865943148"
"54220","ABE'S AND TOMMIE'S CARRYOUT","ABE'S AND TOMMIE'S CARRYOUT","2008833","Restaurant","Risk 2 (Medium)","5107 W CHICAGO AVE ","CHICAGO","IL","60651","2010-01-11T00:00:00.000","License","Fail","41.89484970491373","-87.75348965086528"
"54221","MILTON BRUNSON ELEMENTARY","MILTON BRUNSON ELEMENTARY","2034637","School","Risk 1 (High)","932 N CENTRAL AVE ","CHICAGO","IL","60651","2010-01-11T00:00:00.000","Complaint","Pass","41.89767760687649","-87.76564296724962"
"54222","YO MAMAS PIZZA","YO MAMAS PIZZA","1938489","Restaurant","Risk 1 (High)","633 N CICERO AVE ","CHICAGO","IL","60644","2010-01-11T00:00:00.000","Complaint","Fail","41.89231802030073","-87.74556872149367"
"54229","AL'S FOOD MART","AL'S FOOD MART","1943229","Grocery Store","Risk 2 (Medium)","5401 W AUGUSTA BLVD ","CHICAGO","IL","60651","2010-01-11T00:00:00.000","Complaint","Fail","41.89842933098916","-87.76091119548943"
"58243","Von Humboldt C.P.C.","Von Humboldt C.P.C.","25692","School","Risk 1 (High)","1345 N Rockwell ST ","CHICAGO","IL","60622","2010-01-11T00:00:00.000","Canvass","Pass","41.90616869303772","-87.6918862486702"
"58244","THE PARTHENON RESTAURANT INC","THE PARTHENON RESTAURANT INC","32259","Restaurant","Risk 1 (High)","314 S HALSTED ST ","CHICAGO","IL","60661","2010-01-11T00:00:00.000","Complaint Re-Inspection","Pass","41.87746697060908","-87.64737445971154"
"58245","THE SILVER PALM RESTAURANT","THE SILVER PALM RESTAURANT","1168049","Restaurant","Risk 1 (High)","768 N MILWAUKEE AVE ","CHICAGO","IL","60642","2010-01-11T00:00:00.000","No Entry","Pass","41.895758932202234","-87.65489621523258"
"58246","THE JUICY WINE CO.","THE JUICY WINE CO.","1738131","Restaurant","Risk 2 (Medium)","694 N MILWAUKEE AVE ","CHICAGO","IL","60642","2010-01-11T00:00:00.000","Canvass","Pass w/ Conditions","41.89422978422928","-87.65252070814081"
"58247","IGGY'S","IGGY'S","23502",,"Risk 2 (Medium)","700 N MILWAUKEE AVE ","CHICAGO","IL","60622","2010-01-11T00:00:00.000","Out of Business","Pass","41.89433250311345","-87.652680211638"
"58248","BARISTA COFFEE HOUSE INC.","BARISTA COFFEE HOUSE INC.","1579130","Restaurant","Risk 2 (Medium)","852 N DAMEN AVE ","CHICAGO","IL","60622","2010-01-11T00:00:00.000","Canvass","Pass","41.897497007525274","-87.67724470842808"
"60251","HEFFERAN ELEMENTARY","HEFFERAN ELEMENTARY","1878441","School","Risk 1 (High)","4409 W Wilcox ST ","CHICAGO","IL","60624","2010-01-11T00:00:00.000","Canvass","Pass w/ Conditions","41.87863684997283","-87.73583686822396"
"60252","LACOCO'S PIZZA & PASTA","LACOCO'S PIZZA & PASTA","67229","Restaurant","Risk 1 (High)","3350 W 47th ST ","CHICAGO","IL","60632","2010-01-11T00:00:00.000","Complaint","Fail","41.80817261443303","-87.70848388995081"
"67807","SUN FOOD MART","SUN FOOD MART","2009479","Grocery Store","Risk 3 (Low)","3601 W CERMAK RD ",,"IL",,"2010-01-11T00:00:00.000","License Re-Inspection","Pass","41.85155346052472","-87.715059286164"
"67808","ALLISON'S INFANT & TODDLER CENTER","ALLISON'S INFANT & TODDLER CENTER","1818350","Daycare Above and Under 2 Years","Risk 1 (High)","234 E 115TH ST ","CHICAGO","IL","60628","2010-01-11T00:00:00.000","Canvass","Pass","41.68549637932911","-87.61665734971378"
"67809","LEE ELEMENTARY","LEE ELEMENTARY","26331","School","Risk 1 (High)","6448 S Tripp (4232W) ","CHICAGO","IL","60629","2010-01-11T00:00:00.000","Canvass","Pass","41.775328312329904","-87.72892174006991"
"67810","EINSTEIN BROS. BAGELS # 2436","EINSTEIN BROS. BAGELS # 2436","1223720","Restaurant","Risk 1 (High)","3455 N CLARK ST ","CHICAGO","IL","60657","2010-01-11T00:00:00.000","Canvass","Pass","41.944923689680714","-87.6545078736872"
"67811","LA AMISTAD RESTAURANT","LA AMISTAD RESTAURANT","1847139","Restaurant","Risk 1 (High)","1914 W MONTROSE AVE ","CHICAGO","IL","60613","2010-01-11T00:00:00.000","Canvass","Pass","41.961594914876564","-87.67666386545389"
"67814","Embassy Suites Hotel","Embassy Suites Hotel","1546507","Restaurant","Risk 1 (High)","511 N COLUMBUS DR ","CHICAGO","IL","60611","2010-01-11T00:00:00.000","Canvass","Pass","41.8914048806943","-87.62008122973772"
"67815","BUY & FLY STORE","BUY & FLY STORE","1622363","Grocery Store","Risk 3 (Low)","1874 S KEDZIE AVE ","CHICAGO","IL","60623","2010-01-11T00:00:00.000","Complaint","Pass","41.85558335892764","-87.70551062944573"
"67818","24-7 MART","24-7 MART","2013457","Grocery Store","Risk 2 (Medium)","2 W 103RD ST ","CHICAGO","IL","60628","2010-01-11T00:00:00.000","License","Fail","41.70727358161855","-87.62358592336454"
"67819","PECK ELEMENTARY SCHOOL","PECK ELEMENTARY SCHOOL","24871","School","Risk 1 (High)","3826 W 58th ST ","CHICAGO","IL","60629","2010-01-11T00:00:00.000","Canvass","Pass","41.78792632341754","-87.71922211426183"
"67820","EL NUEVO MEXICANO","EL NUEVO MEXICANO","1525","Restaurant","Risk 1 (High)","2914 N CLARK ST ","CHICAGO","IL","60657","2010-01-11T00:00:00.000","Canvass","Fail","41.9351819008089","-87.64698740774581"
"67821","ROCKIN  TACO","ROCKIN TACO","2004413","Restaurant","Risk 1 (High)","1467 W IRVING PARK RD ","CHICAGO","IL","60613","2010-01-11T00:00:00.000","License Re-Inspection","Fail","41.95420873655159","-87.66684726495454"
"67822","MIS TACOS","MIS TACOS","2013835","Restaurant","Risk 1 (High)","4308 W MARQUETTE RD ","CHICAGO","IL","60629","2010-01-11T00:00:00.000","License","Pass","41.77139058907717","-87.7303173969806"
"67823","TAQUERIA LA CHIQUITA","TAQUERIA LA CHIQUITA","49607","Restaurant","Risk 1 (High)","2635 S PULASKI RD ","CHICAGO","IL","60623","2010-01-11T00:00:00.000","Canvass","Pass w/ Conditions","41.8431912529993","-87.72437351153951"
"67824","MIA FRANCESCA CORP","MIA FRANCESCA","28875","Restaurant","Risk 1 (High)","3311 N CLARK ST ","CHICAGO","IL","60657","2010-01-11T00:00:00.000","Suspected Food Poisoning","Fail","41.94211026659002","-87.65224955089677"
"67826","SUBWAY","SUBWAY","1979303","Restaurant","Risk 1 (High)","4032 W 26TH ST ","CHICAGO","IL","60623","2010-01-11T00:00:00.000","Canvass","Fail","41.84434188397153","-87.72603272350506"
"67828","THAI KITCHEN","THAI KITCHEN","1892955","Restaurant","Risk 1 (High)","1513 W IRVING PARK RD ","CHICAGO","IL","60613","2010-01-11T00:00:00.000","Canvass","Pass","41.95419279485841","-87.66810945128016"
"67829","GATEWAY NEWSTAND","GATEWAY NEWSTAND","2003861","Grocery Store","Risk 3 (Low)","4612 W 59TH ST ","CHICAGO","IL","60629","2010-01-11T00:00:00.000","License","Fail","41.785732807652394","-87.73843832268578"
"67991","EL NUEVO MEXICANO","EL NUEVO MEXICANO","1525","Restaurant","Risk 1 (High)","2914 N CLARK ST ","CHICAGO","IL","60657","2010-01-11T00:00:00.000","Canvass","Fail","41.9351819008089","-87.64698740774581"
"68258","MCDONALDS #12003","MCDONALDS #12003","1043070","Restaurant","Risk 2 (Medium)","8871 S KINGSTON AVE ","Chicago","IL","60617","2010-01-11T00:00:00.000","Short Form Complaint","Pass","41.733724728351504","-87.56428681640708"
"68259","Eastside Soccer Dome, Inc.","Eastside Soccer Dome","2009231","Restaurant","Risk 2 (Medium)","11919 S Avenue O AVE FRNT ","CHICAGO","IL","60617","2010-01-11T00:00:00.000","License Re-Inspection","Pass","41.67851714188012","-87.53989365304756"
"68260","HIBACHI SEAFOOD BUFFET","TASTY  RESTAURANT  INC.","1595096","Restaurant","Risk 1 (High)","3556 E 118TH ST ","CHICAGO","IL","60617","2010-01-11T00:00:00.000","Short Form Complaint","Pass","41.68105296497677","-87.53667486938006"
"74262","HYDE PARK PRODUCE, LTD","HYDE PARK PRODUCE, LTD","1884100","Grocery Store","Risk 1 (High)","1226 E 53rd ST ","CHICAGO","IL","60615","2010-01-11T00:00:00.000","Complaint","Pass","41.79957680216707","-87.5955129218999"
"74263","PIZZA & GRILL ZONE","PIZZA & GRILL ZONE","2013870","Restaurant","Risk 2 (Medium)","5257 S ASHLAND AVE BLDG ","CHICAGO","IL","60609","2010-01-11T00:00:00.000","License","Fail","41.79782258812668","-87.66453687828134"
"78249","A NATURAL HARVEST HEALTH FOOD STORE","A NATURAL HARVEST HEALTH FOOD STORE","2009445","Restaurant","Risk 2 (Medium)","7122 S JEFFERY BLVD ","CHICAGO","IL","60649","2010-01-11T00:00:00.000","License","Fail","41.7654372938236","-87.57643279693517"
"78250","EAST SIDE ACADEMY OF EARLY LEARNING INC","EAST SIDE ACADEMY OF EARLY LEARNING INC","1648729","Daycare (2 - 6 Years)","Risk 1 (High)","2409 E 79TH ST ","CHICAGO","IL","60649","2010-01-11T00:00:00.000","Canvass Re-Inspection","Pass","41.7516235117231","-87.5658332805911"
"78251","BK'S BAR-B-Q","BK'S BAR-B-Q","1490044",,"Risk 1 (High)","2152 E 71ST ST ","CHICAGO","IL","60649","2010-01-11T00:00:00.000","Out of Business","Fail","41.7663931420151","-87.57172362605498"
"78252","NUMBER 1 CHOP SUEY","NUMBER 1 CHOP SUEY","1677434","Restaurant","Risk 1 (High)","7342 S STONY ISLAND AVE ","CHICAGO","IL","60649","2010-01-11T00:00:00.000","Complaint","Pass","41.76113827175918","-87.58634581379175"
"80214","TACO CHINO","TACO CHINO","2013478","Restaurant","Risk 1 (High)","4712 N KIMBALL AVE ","CHICAGO","IL","60625","2010-01-11T00:00:00.000","License Re-Inspection","Pass","41.967009871578234","-87.71346842185804"
"80215","AGEE'S PIZZERIA & GRILL",,"2009413","Restaurant","Risk 2 (Medium)","1118 W WILSON AVE ","CHICAGO","IL","60640","2010-01-11T00:00:00.000","License Re-Inspection","Fail","41.96549905070616","-87.65824706819338"
"88209","markos tacos&cafe",,"2009343","Restaurant","Risk 1 (High)","5661 N clark BLDG ","CHICAGO","IL","60660","2010-01-11T00:00:00.000","License Re-Inspection","Pass","41.98506583014987","-87.66894906631795"
"88210","cardona's 2",,"2013650","Restaurant","Risk 1 (High)","7104 N clark BLDG ","CHICAGO","IL","60626","2010-01-11T00:00:00.000","License","Fail","42.011581363816795","-87.67461423129816"
"88212","HONG KONG BUFFET CORPORATION","HONG KONG BUFFET","1273946","Restaurant","Risk 1 (High)","6249 N MCCORMICK RD ","CHICAGO","IL","60659","2010-01-11T00:00:00.000","Complaint","Pass","41.995440602185084","-87.71291737890452"
"96254","RICHARD ANDRISE","ANDRISI'S","6292","Restaurant","Risk 1 (High)","6746 W 63RD ST ","CHICAGO","IL","60638","2010-01-11T00:00:00.000","Canvass","Pass","41.77764909899739","-87.79045984411599"
"96255","TAQUERIA LOS GALLOS 3 INC.","TAQUERIA LOS GALLOS 3 INC.","1357956","Restaurant","Risk 1 (High)","6222 S ARCHER AVE ","CHICAGO","IL","60638","2010-01-11T00:00:00.000","Canvass","Pass w/ Conditions","41.79379959266","-87.77555762687273"
"96256","ORION RESTAURANT","ORION RESTAURANT","49097","Restaurant","Risk 1 (High)","5772 S ARCHER AVE ","CHICAGO","IL","60638","2010-01-11T00:00:00.000","Canvass","Pass","41.79660858654975","-87.75732384370508"
"96257","KAROLINKA CLUB","KAROLINKA CLUB","1645224","Restaurant","Risk 1 (High)","6102 S CENTRAL AVE ","CHICAGO","IL","60638","2010-01-11T00:00:00.000","Canvass","Fail","41.78156970293239","-87.76201319891189"
"98327","TIANGUIS FRESH FOODS","TIANGUIS FRESH FOODS","1622594","Grocery Store","Risk 1 (High)","3552 W ARMITAGE AVE ","CHICAGO","IL","60647","2010-01-11T00:00:00.000","Consultation","Pass w/ Conditions","41.91740411075368","-87.71567250239683"
"98328","CINNAMON CAFE","CINNAMON CAFE","2013876","Restaurant","Risk 1 (High)","2949 W BELMONT AVE ","CHICAGO","IL","60618","2010-01-11T00:00:00.000","License","Fail","41.939255926667535","-87.70226967930802"
"98330","LADYBUG BOOK CAFE",,"1975195","Liquor","Risk 3 (Low)","2903 W IRVING PARK RD ","CHICAGO","IL","60618","2010-01-11T00:00:00.000","License Re-Inspection","Fail","41.95385151159909","-87.70083501928669"
"104241","BICE RISTORANTE","BICE RISTORANTE","17204","Restaurant","Risk 1 (High)","158 E ONTARIO ST ","CHICAGO","IL","60611","2010-01-11T00:00:00.000","Canvass","Pass","41.89346551635262","-87.62308620999077"
"104242","BICE  GRILL","BICE GRILL","17207","Restaurant","Risk 1 (High)","154 E ONTARIO ST ","CHICAGO","IL","60611","2010-01-11T00:00:00.000","Canvass","Pass","41.89346156473742","-87.62327822970332"
"114266","WESTIN RIVER NORTH CHGO HOTEL- MAIN KITCHEN","BANQUET","55255","Restaurant","Risk 1 (High)","320 N DEARBORN ST ","CHICAGO","IL","60654","2010-01-11T00:00:00.000","Canvass","Fail","41.88807037763845","-87.62969225672218"
"114267","WESTIN RIVER NORTH CHGO HOTEL - EMPLOYEE CAFE","EMPLOYEES CAFETERIA","55254","Restaurant","Risk 1 (High)","320 N DEARBORN ST ","CHICAGO","IL","60654","2010-01-11T00:00:00.000","Canvass","Pass","41.88807037763845","-87.62969225672218"
"114268","WESTIN RIVER NORTH CHGO HOTEL - CATERING","CATERING/MAIN KITCHEN","55253","Restaurant","Risk 1 (High)","320 N DEARBORN ST ","CHICAGO","IL","60654","2010-01-11T00:00:00.000","Canvass","Pass","41.88807037763845","-87.62969225672218"
"114269","WESTIN RIVER NORTH CHGO HOTEL - EMBER","320 RIVER BAR","55247","Restaurant","Risk 1 (High)","320 N DEARBORN ST ","CHICAGO","IL","60654","2010-01-11T00:00:00.000","Canvass","Pass w/ Conditions","41.88807037763845","-87.62969225672218"
"114270","Au Bon Pain","Au Bon Pain","1980011","Restaurant","Risk 1 (High)","222 W Merchandise Mart PLZ BLDG ","CHICAGO","IL","60654","2010-01-11T00:00:00.000","Suspected Food Poisoning","Pass","41.8880742810662","-87.63495520292739"
"120283","EAST COAST PANTRY","EAST COAST PANTRY","1892217","Grocery Store","Risk 2 (Medium)","611 S WELLS ST ","CHICAGO","IL","60607","2010-01-11T00:00:00.000","Canvass","Pass","41.874242987183976","-87.63347653027343"
"120284","CHATO'S CHICKEN & MASHED","CHATO'S CHICKEN & MASHED","1842518",,"Risk 1 (High)","1519 W TAYLOR ST ","CHICAGO","IL","60607","2010-01-11T00:00:00.000","Out of Business","Pass","41.86917813329073","-87.66490728096332"
"120285","JUBRANOS","JUBRANOS","1932544","Restaurant","Risk 1 (High)","1519 W TAYLOR ST ","CHICAGO","IL","60607","2010-01-11T00:00:00.000","Canvass","Pass","41.86917813329073","-87.66490728096332"
"120286","POMPEI BAKERY","POMPEI BAKERY","16411","Restaurant","Risk 1 (High)","1531 W TAYLOR ST ","CHICAGO","IL","60607","2010-01-11T00:00:00.000","Complaint","Pass","41.86917024255043","-87.66538446635471"
"124265","FOREST VIEW DELI","FOREST VIEW DELI","1678882",,"Risk 1 (High)","6452 N MILWAUKEE AVE ","CHICAGO","IL","60631","2010-01-11T00:00:00.000","Out of Business","Pass","41.99849296963009","-87.78909536868451"
"124266","CHICAGO POLISH DELI, INC.","CHICAGO POLISH DELI, INC.","1970004",,"Risk 1 (High)","6452 N MILWAUKEE AVE ","CHICAGO","IL","60631","2010-01-11T00:00:00.000","Out of Business","Pass","41.99849296963009","-87.78909536868451"
"154228","MC DONALD' S # 22100","MC DONALD' S # 22100","1960260","Restaurant","Risk 2 (Medium)","1737 W FULLERTON AVE ","CHICAGO","IL","60614","2010-01-11T00:00:00.000","Canvass","Pass","41.92498939160594","-87.67215167412238"
"154229","GAMEKEEPERS","GAMEKEEPERS","40718","Restaurant","Risk 1 (High)","345 W ARMITAGE AVE ","CHICAGO","IL","60614","2010-01-11T00:00:00.000","Complaint","Pass","41.918220945312974","-87.63825244587586"
"154230","SUSHI O SUSHI","SUSHI O SUSHI","1044746","Restaurant","Risk 1 (High)","346 W ARMITAGE AVE ","CHICAGO","IL","60614","2010-01-11T00:00:00.000","Canvass","Pass","41.91844043280386","-87.63825828564545"
"158253","ARGENTINA FOODS","ARGENTINA FOODS","2009367","Grocery Store","Risk 2 (Medium)","4500 S WOODS ST ","CHICAGO","IL","60609","2010-01-11T00:00:00.000","License","Fail",,
"158254","MCDONALD'S","MCDONALD'S","1593965","Restaurant","Risk 2 (Medium)","4158 S ASHLAND AVE ","CHICAGO","IL","60609","2010-01-11T00:00:00.000","Complaint","Pass","41.8177427370255","-87.66533501233407"
"164262","BEVERLY HILLS FOOD MART","BEVERLY HILLS FOOD MART","1513847","Grocery Store","Risk 3 (Low)","2156 W 95TH ST ","CHICAGO","IL","60643","2010-01-11T00:00:00.000","Short Form Complaint","Pass","41.72112261922048","-87.67708432160222"
"164263","MAY MEI KITCHEN","MAY MEI KITCHEN","2009145","Restaurant","Risk 1 (High)","1122 W 95TH ST ","CHICAGO","IL","60643","2010-01-11T00:00:00.000","License Re-Inspection","Pass","41.72146477432785","-87.65167725164933"
"197207","DELMONICO'S GOURMET","DELMONICO'S GOURMET","1817644","Restaurant","Risk 1 (High)","233 N MICHIGAN AVE ","CHICAGO","IL","60601","2010-01-11T00:00:00.000","Canvass","Pass","41.886567370886944","-87.62438467059714"
"197208","I LOVE SUSHI","I LOVE SUSHI","1908389","Restaurant","Risk 1 (High)","233 N MICHIGAN AVE ","CHICAGO","IL","60601","2010-01-11T00:00:00.000","Canvass","Pass","41.886567370886944","-87.62438467059714"
"197209","GARRETT'S POPCORN SHOPS","GARRETT'S POPCORN SHOPS","1595847","Restaurant","Risk 2 (Medium)","4 E MADISON ST ","CHICAGO","IL","60602","2010-01-11T00:00:00.000","Complaint","Pass","41.88216118899361","-87.6277179368175"
